Label;Literal;Instructions;Response;Parent_Type;Parent_Name;Branch;Position;min_responses;max_responses
qi_FRTVEGPP;In the month before the Coronavirus outbreak, how many portions of fresh fruit and vegetables did you eat in a typical day?;A portion of fruit could be a whole piece of fruit, like an apple or banana or 80g of fruit (like in a fruit salad). A portion of vegetables is 3 heaped tablespoons of cooked vegetables or beans /pulses or a handful of cherry tomatoes or a small bowl of salad. It does not include potatoes. Juice/smoothies can count as 1 portion per day.;How many;CcSequence;Health – Health behaviours;1;15;1;1
qi_FRTVEGSP;In the last four weeks, how many portions of fresh fruit and vegetables have you eaten in a typical day?;A portion of fruit could be a whole piece of fruit, like an apple or banana or 80g of fruit (like in a fruit salad). A portion of vegetables is 3 heaped tablespoons of cooked vegetables or beans /pulses or a handful of cherry tomatoes or a small bowl of salad. It does not include potatoes. Juice/smoothies can count as 1 portion per day.;How many;CcSequence;Health – Health behaviours;1;16;1;1
qi_HSLEEPPP_N;In the month before the Coronavirus outbreak in March, how many hours did you sleep each night on average?;You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour.;How many;CcSequence;Health – Health behaviours;1;17;1;1
qi_HSLEEPSP_N;In the last four weeks, how many hours have you slept each night on average?;You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour.;How many;CcSequence;Health – Health behaviours;1;18;1;1
qi_WEIGHT;The next question is about your weight. Would you prefer to report your weight in kilograms or stones and pounds?;;cs_qWEIGHT;CcSequence;Health – Health behaviours;1;19;1;1
qi_WGHTKG;What is your weight in kilograms?;;cs_qWGHTKG;CcSequence;Health – Health behaviours;1;20;1;1
qi_WGHTKGCHK;You have said that you weigh {ANSWER AT WGHTKG} kilograms. If this weight is correct, please select 'Continue'. Otherwise please go back and amend your answer.;;cs_qWGHTKGCHK;CcSequence;Health – Health behaviours;1;21;1;1
qi_WGHTSTP_1;Please enter your weight in stones and pounds.;First, in the box below, enter stones. Then on the next screen, enter pounds.;cs_qWGHTSTP_1;CcSequence;Health – Health behaviours;1;22;1;1
qi_WGHTSTP_2;Please enter your weight in stones and pounds.;Please enter pounds.;cs_qWGHTSTP_2;CcSequence;Health – Health behaviours;1;23;1;1
qi_WGHTSTPCHK;You have said that you weigh {ANSWER AT WGHTSTP_} stones. If this weight is correct, please select 'Continue'. Otherwise please go back and amend your answer.;;cs_qWGHTSTPCHK;CcSequence;Health – Health behaviours;1;24;1;1
qi_SCON1;In the last seven days, on how many days did you meet up in person with any of your family or friends who do not live with you?;;cs_qSCON1;CcSequence;Other – Contact;1;1;1;1
qi_SCON2;In the last seven days, on how many days did you talk to family or friends you do not live with via phone or video calls?;;cs_qSCON2;CcSequence;Other – Contact;1;2;1;1
qi_SCON3;In the last seven days, on how many days did you keep in contact with family or friends you do not live with by email or text or other electronic messaging?;;cs_qSCON3;CcSequence;Other – Contact;1;3;1;1
qi_SCON4;In the last seven days, on how many days did you take part in an online community activity, e.g. an online community group, online chat group, street or neighbourhood social media group?;;cs_qSCON4;CcSequence;Other – Contact;1;4;1;1
qi_SCON5;In the last seven days, on how many days did you give help to people outside of your household affected by Coronavirus or the current restrictions?;;cs_qSCON5;CcSequence;Other – Contact;1;5;1;1
qi_SOCPROV_a;In answering the following questions, think about your current relationships with friends, family members, community members, and so on. Please indicate to what extent each statement describes your current relationships with other people. I have family and friends who help me feel safe, secure and happy;;cs_qSOCPROV_a;CcSequence;COVID, Social, and Mental health – Social provision;1;1;1;1
qi_SOCPROV_b;In answering the following questions, think about your current relationships with friends, family members, community members, and so on. Please indicate to what extent each statement describes your current relationships with other people.There is someone I trust whom I would turn to for advice if I were having problems;;cs_qSOCPROV_b;CcSequence;COVID, Social, and Mental health – Social provision;1;2;1;1
qi_SOCPROV_c;In answering the following questions, think about your current relationships with friends, family members, community members, and so on. Please indicate to what extent each statement describes your current relationships with other people.There is no one I feel close to;;cs_qSOCPROV_c;CcSequence;COVID, Social, and Mental health – Social provision;1;3;1;1
qi_SICK;If you were sick in bed how much could you count on the people around you to help out?;;cs_qSICK;CcSequence;COVID, Social, and Mental health – Social provision;1;4;1;1
qi_LISTEN;If you needed to talk about your problems and private feelings, how much would the people around you be willing to listen?;;cs_qLISTEN;CcSequence;COVID, Social, and Mental health – Social provision;1;5;1;1
qi_LONELY_a;How often do you feel that you lack companionship?;;cs_qLONELY_a;CcSequence;COVID, Social, and Mental health – Loneliness;1;1;1;1
qi_LONELY_b;How often do you feel left out?;;cs_qLONELY_b;CcSequence;COVID, Social, and Mental health – Loneliness;1;2;1;1
qi_LONELY_c;How often do you feel isolated from others?;;cs_qLONELY_c;CcSequence;COVID, Social, and Mental health – Loneliness;1;3;1;1
qi_LONELY_d;How often do you feel lonely?;;cs_qLONELY_d;CcSequence;COVID, Social, and Mental health – Loneliness;1;4;1;1
qi_SATN;Overall, how satisfied are you with your life nowadays, where 0 means 'not at all' and 10 means 'completely'?;;cs_qSATN;CcSequence;COVID, Social, and Mental health – Life satisfaction;1;1;1;1
qi_MHBEF;In the 3 months before the Coronavirus outbreak in March, in general would you say your mental health was...;;cs_qMHBEF;CcSequence;COVID, Social, and Mental health – Mental health scale;1;1;1;1
qi_MHNOW;Thinking about now, in general would you say your mental health is…;;cs_qMHNOW;CcSequence;COVID, Social, and Mental health – Mental health scale;1;2;1;1
qi_CONTRL;Which of these statements is more true for you?;;cs_qCONTRL;CcSequence;COVID, Social, and Mental health – Mental health scale;1;3;1;1
qi_PHDE;The next few questions are about how you have felt over the last 30 days. During the last 30 days, about how often did you feel so depressed that nothing could cheer you up?;;cs_qPHDE;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;1;1;1
qi_PHHO;During the last 30 days, about how often did you feel hopeless?;;cs_qPHHO;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;2;1;1
qi_PHRF;During the last 30 days, about how often did you feel restless or fidgety?;;cs_qPHRF;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;3;1;1
qi_PHEE;During the last 30 days, about how often did you feel that everything was an effort?;;cs_qPHEE;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;4;1;1
qi_PHWO;During the last 30 days, about how often did you feel worthless?;;cs_qPHWO;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;5;1;1
qi_PHNE;During the last 30 days, about how often did you feel nervous?;;cs_qPHNE;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;6;1;1
qi_WEMWBS_a;Please select the answer that best describes your experience of each over the last two weeks. I've been feeling optimistic about the future;;cs_qWEMWBS_a;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;7;1;1
qi_WEMWBS_b;Please select the answer that best describes your experience of each over the last two weeks.I've been feeling useful;;cs_qWEMWBS_b;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;8;1;1
qi_WEMWBS_c;Please select the answer that best describes your experience of each over the last two weeks.I've been feeling relaxed;;cs_qWEMWBS_c;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;9;1;1
qi_WEMWBS_d;Please select the answer that best describes your experience of each over the last two weeks.I've been dealing with problems well;;cs_qWEMWBS_d;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;10;1;1
qi_WEMWBS_e;Please select the answer that best describes your experience of each over the last two weeks.I've been thinking clearly;;cs_qWEMWBS_e;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;11;1;1
qi_WEMWBS_f;Please select the answer that best describes your experience of each over the last two weeks.I've been feeling close to other people;;cs_qWEMWBS_f;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;12;1;1
qi_WEMWBS_g;Please select the answer that best describes your experience of each over the last two weeks.I've been able to make up my own mind about things;;cs_qWEMWBS_g;CcSequence;COVID, Social, and Mental health – MCS Mental health scale_i;1;13;1;1
qi_MALAISE_N_a;The next questions are concerned with how you are feeling generally. Do you feel tired most of the time?;;cs_qMALAISE_N_a;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;1;1;1
qi_MALAISE_N_b;The next questions are concerned with how you are feeling generally. Do you often feel miserable or depressed?;;cs_qMALAISE_N_b;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;2;1;1
qi_MALAISE_N_c;The next questions are concerned with how you are feeling generally. Do you often get worried about things?;;cs_qMALAISE_N_c;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;3;1;1
qi_MALAISE_N_d;The next questions are concerned with how you are feeling generally. Do you often get in a violent rage?;;cs_qMALAISE_N_d;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;4;1;1
qi_MALAISE_N_e;The next questions are concerned with how you are feeling generally. Do you often suddenly become scared for no good reason?;;cs_qMALAISE_N_e;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;5;1;1
qi_MALAISE_N_f;The next questions are concerned with how you are feeling generally. Are you easily upset or irritated?;;cs_qMALAISE_N_f;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;6;1;1
qi_MALAISE_N_g;The next questions are concerned with how you are feeling generally. Are you constantly keyed up and jittery?;;cs_qMALAISE_N_g;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;7;1;1
qi_MALAISE_N_h;The next questions are concerned with how you are feeling generally. Does every little thing get on your nerves and wear you out?;;cs_qMALAISE_N_h;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;8;1;1
qi_MALAISE_N_i;The next questions are concerned with how you are feeling generally. Does your heart often race like mad?;;cs_qMALAISE_N_i;CcSequence;COVID, Social, and Mental health – NCDS & BCS70 Mental health scale;1;9;1;1
qi_GHQ121;Have you recently been able to concentrate on what you’re doing?;;cs_qGHQ121;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;1;1;1
qi_GHQ122;Have you recently lost much sleep over worry?;;cs_qGHQ122;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;2;1;1
qi_GHQ123;Have you recently felt that you are playing a useful part in things?;;cs_qGHQ123;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;3;1;1
qi_GHQ124;Have you recently felt capable of making decisions about things?;;cs_qGHQ124;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;4;1;1
qi_GHQ125;Have you recently felt constantly under strain?;;cs_qGHQ125;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;5;1;1
qi_GHQ126;Have you recently felt you couldn’t overcome your difficulties?;;cs_qGHQ126;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;6;1;1
qi_GHQ127;Have you recently been able to enjoy your normal day to day activities?;;cs_qGHQ127;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;7;1;1
qi_GHQ128;Have you recently been able to face up to your problems?;;cs_qGHQ128;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;8;1;1
qi_GHQ129;Have you recently been feeling unhappy or depressed?;;cs_qGHQ129;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;9;1;1
qi_GHQ1210;Have you recently been losing confidence in yourself?;;cs_qGHQ1210;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;10;1;1
qi_GHQ1211;Have you recently been thinking of yourself as a worthless person?;;cs_qGHQ1211;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;11;1;1
qi_GHQ1212;Have you recently been feeling reasonably happy, all things considered?;;cs_qGHQ1212;CcSequence;COVID, Social, and Mental health – NS & NSHD Mental health scale;1;12;1;1
qi_GAD2PHQ2_;Over the last 2 weeks, how often have you been bothered by the following problems?Feeling nervous, anxious or on edge;;cs_qGAD2PHQ2_;CcSequence;COVID, Social, and Mental health – Mental health scale_ii;1;1;1;1
qi_GAD2PHQ2_b;Over the last 2 weeks, how often have you been bothered by the following problems?Not being able to stop or control worrying;;cs_qGAD2PHQ2_b;CcSequence;COVID, Social, and Mental health – Mental health scale_ii;1;2;1;1
qi_GAD2PHQ2_c;Over the last 2 weeks, how often have you been bothered by the following problems?Little interest or pleasure in doing things;;cs_qGAD2PHQ2_c;CcSequence;COVID, Social, and Mental health – Mental health scale_ii;1;3;1;1
qi_GAD2PHQ2_d;Over the last 2 weeks, how often have you been bothered by the following problems?Feeling down, depressed or hopeless;;cs_qGAD2PHQ2_d;CcSequence;COVID, Social, and Mental health – Mental health scale_ii;1;4;1;1
qi_OPTMSM1_3_a;How much do you agree or disagree with each of the following statements?In uncertain times, I usually expect the best;;cs_qOPTMSM1_3_a;CcSequence;COVID, Social, and Mental health – Optimism;1;1;1;1
qi_OPTMSM1_3_b;How much do you agree or disagree with each of the following statements?I'm always optimistic about my future;;cs_qOPTMSM1_3_b;CcSequence;COVID, Social, and Mental health – Optimism;1;2;1;1
qi_OPTMSM1_3_c;How much do you agree or disagree with each of the following statements?Overall, I expect more good things to happen to me than bad;;cs_qOPTMSM1_3_c;CcSequence;COVID, Social, and Mental health – Optimism;1;3;1;1
qi_RISK;On a scale from 0-10, where 0 is 'never' and 10 is 'always', how willing to take risks would say you are?;;cs_qRISK;CcSequence;COVID, Social, and Mental health – Risk and patience;1;1;1;1
qi_PATIENCE;On a scale from 0-10, where 0 is 'never' and 10 is 'always', how patient would you say you are?;;cs_qPATIENCE;CcSequence;COVID, Social, and Mental health – Risk and patience;1;2;1;1
qi_TRUST;On a scale from 0-10 where 0 means you are 'not at all trusting' of other people and 10 means you are 'extremely trusting' of other people, how trusting of other people would you say you are?;;cs_qTRUST;CcSequence;Other - Trust;1;1;1;1
qi_TRUSTPOLP;On a scale from 0-10 where 0 means you are 'not at all trusting' and 10 means you are 'extremely trusting', how trusting are you that British Governments, of any party, place the needs of the nation above the needs of their own political party?;;cs_qTRUSTPOLP;CcSequence;Other – Trust in government;1;1;1;1
qi_TIMEUSE_NEW;We would like to know about how you have been spending your time recently. How many hours have you been spending doing each of the following activities on a typical week day in the last two weeks?;You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour. If you are not sure of the exact amount of time, please give your best estimate.If you have not typically spent any time doing an activity, or you have typically spent less than half an hour doing an activity please enter 0.;cs_qTIMEUSE_NEW;CcSequence;Other – Time use;1;1;1;1
qi_TIMEUSE_CHK;At the previous question, the total amount of time you’ve entered is more than 16 hours. If this is correct, please select 'Continue'.Otherwise, please go back and review your responses.;;cs_qTIMEUSE_CHK;CcSequence;Other – Time use;1;2;1;1
qi_TIMEUSE2_N;How many hours in total have you been spending outside of your home on a typical week day in the last two weeks?;Please do not include time spent in your garden or any other outdoor space which is part of your home;How many;CcSequence;Other – Time use;1;3;1;1
qi_LIFEEVENTS1_a;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have any of your immediate family died?;Please select all that apply.;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;1;1;1
qi_LIFEEVENTS1_b;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have any of your other close relatives or close friends died?;Please select all that apply.;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;2;1;1
qi_LIFEEVENTS1_c;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you separated from your partner (not including death)?;Please select all that apply.;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;3;1;1
qi_LIFEEVENTS1_d;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or your partner been sacked from your job or made redundant?;Please select all that apply.;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;4;1;1
qi_LIFEEVENTS1_e;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or your partner given birth?;Please select all that apply.;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;5;1;1
qi_LIFEEVENTS1_f;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreake ie. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you had any serious housing difficulties such as being evicted?;;cs_qfLIFEEVENTS1;CcSequence;Other – Life events;1;6;1;1
qi_LIFEEVENTS2_a;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you had a serious illness or been seriously injured?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;7;1;1
qi_LIFEEVENTS2_b;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Has one of your immediate family been seriously ill or injured?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;8;1;1
qi_LIFEEVENTS2_c;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have any of your close friends or other close relatives been seriously ill or injured?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;9;1;1
qi_LIFEEVENTS2_d;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you, or an immediate family member been subject to any abuse, attack or threat because of race?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;10;1;1
qi_LIFEEVENTS2_e;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you, or an immediate family member been subject to any abuse, attack or threat for another reason?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;11;1;1
qi_LIFEEVENTS2_f;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or your partner been unemployed or seeking work for more than one month?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;12;1;1
qi_LIFEEVENTS2_g;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you had any major financial difficulties (e.g. debts, difficulty paying bills)?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;13;1;1
qi_LIFEEVENTS2_h;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or an immediate member of your family been a victim of crime?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;14;1;1
qi_LIFEEVENTS2_i;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or your partner suffered from a miscarriage or had a stillbirth?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;15;1;1
qi_LIFEEVENTS2_j;Please read each item carefully and then indicate whether or not each event has happened to you in the 12 months prior to the Coronavirus outbreak - –.e. between March 2019 and March 2020 or since the Coronavirus outbreak. Have you or your partner had a termination?;Please select all that apply.;cs_qLIFEEVENTS2;CcSequence;Other – Life events;1;16;1;1
qi_MAJIMP;Have you experienced any other events that have had a major impact on your life since the outbreak of the Coronavirus in March?;;cs_qMAJIMP;CcSequence;Family – Children and childcare;1;1;1;1
qi_MAJIMPOTH;Please describe what has happened to you.;;cs_qMAJIMPOTH;CcSequence;Family – Children and childcare;1;2;1;1
qi_CHILDLOOPINTRO1;The Coronavirus outbreak has had a significant impact on lots of children. In this last set of questions we would like to ask about how your children have been affected. We will ask you some questions about each of your children who you live with in turn.;;cs_qCHILDLOOPINTRO1;CcSequence;Family – Children and childcare;1;3;1;1
qi_VBB;For the next few questions I would like to ask you about the child you recorded as {@CHILDNAME};;cs_qVBB;CcSequence;Family – Children and childcare;1;4;1;1
qi_SCENROL;Thinking about the summer term, that is between the end of the Easter holiday and the start of the summer holiday. Were they enrolled in school or college?;;cs_qSCENROL;CcSequence;Family – Children and childcare;1;5;1;1
qi_SCYEAREW;What year were they in during the summer term?;;cs_qSCYEAREW;CcSequence;Family – Children and childcare;1;6;1;1
qi_SCYEARSCO;What year were they in during the summer term?;;cs_qSCYEARSCO;CcSequence;Family – Children and childcare;1;7;1;1
qi_SCYEARNI;What year were they in during the summer term?;;cs_qSCYEARNI;CcSequence;Family – Children and childcare;1;8;1;1
qi_SCTYPE2;Still thinking about the summer term, what type of school or college was this?;;cs_qSCTYPE2;CcSequence;Family – Children and childcare;1;9;1;1
qi_SCTYPE;Still thinking about the summer term, what type of school or college were they attending?;;cs_qSCTYPE;CcSequence;Family – Children and childcare;1;10;1;1
qi_SCATT;During the summer term, that is between the Easter holiday and the start of the summer holiday, how many days in total did your child attend school or college in person?;;cs_qSCATT;CcSequence;Family – Children and childcare;1;11;1;1
qi_STUHRS;On a typical day in the summer term (when they were not attending school in person), how many hours on average did they spend doing schoolwork/studying?;;How many;CcSequence;Family – Children and childcare;1;12;1;1
qi_STUONL;And on a typical day in the summer term (when they were not attending school in person), how many hours on average did they spend having live online lessons or meetings that the school provided for them?;;How many;CcSequence;Family – Children and childcare;1;13;1;1
qi_STUHEL;On a typical day in the summer term (when they were not attending school in person), how many hours on average did you spend helping them with their school work or studies?;;How many;CcSequence;Family – Children and childcare;1;14;1;1
qi_STUHELP;On a typical day in the summer term (when they were not attending school in person), how many hours on average did your partner spend helping them with their school work or studies?;;How many;CcSequence;Family – Children and childcare;1;15;1;1
qi_LEARNR;Did they have any additional learning resources which were not provided by the school, such as online tutoring, educational apps, website subscriptions or exercise books during the summer term?;;cs_qLEARNR;CcSequence;Family – Children and childcare;1;16;1;1
qi_STUSPA;Which of the following did they have available to them to study or do schoolwork?;;cs_qSTUSPA;CcSequence;Family – Children and childcare;1;17;1;1
qi_ACAPER;Do you think their overall academic progress has been affected by the closure of schools?;;cs_qACAPER;CcSequence;Family – Children and childcare;1;18;1;1
qi_SCENROL2;Are they enrolled in a school or college for the autumn term, that is the term beginning in September?;;cs_qSCENROL2;CcSequence;Family – Children and childcare;1;19;1;1
qi_SAMSCH;Is this the same school or college they were enrolled in last year in the summer term?;;cs_qSAMSCH;CcSequence;Family – Children and childcare;1;20;1;1
qi_SCTYPE2A;What type of school will they be going to?;;cs_qSCTYPE2A;CcSequence;Family – Children and childcare;1;21;1;1
qi_SCTYPE2B;What type of school or college will they be going to?;;cs_qSCTYPE2B;CcSequence;Family – Children and childcare;1;22;1;1
qi_SCAUTT;Has the Autumn term started in your child's school or college?;;cs_qSCAUTT;CcSequence;Family – Children and childcare;1;23;1;1
qi_SCATT2A;Which of the following currently applies to your child?;;cs_qSCATT2A;CcSequence;Family – Children and childcare;1;24;1;1
qi_SCATT2AD;How many days a week are they attending school or college in person?;;cs_qSCATT2AD;CcSequence;Family – Children and childcare;1;25;1;1
qi_SCATT2B;Which of the following will apply to your child when the Autumn term starts?;;cs_qSCATT2B;CcSequence;Family – Children and childcare;1;26;1;1
qi_SCATT2BD;How many days a week will they be attending school or college in person?;;cs_qSCATT2BD;CcSequence;Family – Children and childcare;1;27;1;1
qi_CMHBEF;In the 3 months before the Coronavirus outbreak in March, in general would you say their mental health was...;;cs_qCMHBEF;CcSequence;Family – Children and childcare;1;28;1;1
qi_CMHAFT;Thinking about now, in general would you say their mental health is...;;cs_qCMHAFT;CcSequence;Family – Children and childcare;1;29;1;1
qi_EMOK;Thank you. We would like to make sure that we hold the best email address to use to contact you.;;cs_qEMOK;CcSequence;Outro – Outro block_i;1;1;1;1
qi_EMUPDAT;{IF NO EMAIL IN SAMPLE FILE: Thank you. We would like to make sure that we hold the best email address to use to contact you.} Please enter below the best email address to use to contact you in the future.;;cs_qEMUPDAT;CcSequence;Outro – Outro block_i;1;2;1;1
qi_EMUPDATSC;You have said {#EMUPDAT} is your email address. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qEMUPDATSC;CcSequence;Outro – Outro block_i;1;3;1;1
qi_CIINTROCM;We'd also like to check we've got all of your other contact details correct and up to date so we can make sure you don't miss out on study news and to invite you to take part in future surveys.;;cs_qCIINTROCM;CcSequence;MCS Contact information – Contact information block;1;1;1;1
qi_CIINTROPAR;We'd also like to check we've got all of your other contact details correct and up to date so we can make sure you don't miss out on updates about the study. We are interested in your details even if your child is no longer living with you.;;cs_qCIINTROPAR;CcSequence;MCS Contact information – Contact information block;1;2;1;1
qi_NAMECHK;Is {#FFNAME1} {#FFNAME2} {#FFNAME4} {#FFNAME3} your full name?;;cs_qNAMECHK;CcSequence;MCS Contact information – Contact information block;1;3;1;1
qi_NAMECHK_NEW_a;Please enter your full name - title, first name, middle name and surname. Title;;Generic text;CcSequence;MCS Contact information – Contact information block;1;4;1;1
qi_NAMECHK_NEW_b;Please enter your full name - title, first name, middle name and surname. First name;;Generic text;CcSequence;MCS Contact information – Contact information block;1;5;1;1
qi_NAMECHK_NEW_c;Please enter your full name - title, first name, middle name and surname. Middle name;;Generic text;CcSequence;MCS Contact information – Contact information block;1;6;1;1
qi_NAMECHK_NEW_d;Please enter your full name - title, first name, middle name and surname. Surname;;Generic text;CcSequence;MCS Contact information – Contact information block;1;7;1;1
qi_ADDCHK;The address we have on record for you is: {#ADDRESSLINE1} {#ADDRESSLINE2} {#ADDRESSLINE3} {#TOWN} {#COUNTY} {#POSTCODE} Is that correct and complete? If not, please select 'No' to update address or add any missing information.;;cs_qADDCHK;CcSequence;MCS Contact information – Contact information block;1;8;1;1
qi_ADDCHKL_N;Please could you enter your full postal address. Please provide at least the first line of the address, the postcode and the town.;;cs_qADDCHKL_N;CcSequence;MCS Contact information – Contact information block;1;9;1;1
qi_ADDCHKL1;Address line 1;;cs_qADDCHKL1;CcSequence;MCS Contact information – Contact information block;1;10;1;1
qi_ADDCHKL2;Address line 2;;cs_qADDCHKL2;CcSequence;MCS Contact information – Contact information block;1;11;1;1
qi_ADDCHKL3;Address line 3;;cs_qADDCHKL3;CcSequence;MCS Contact information – Contact information block;1;12;1;1
qi_ADDCHKTN;Town;;cs_qADDCHKTN;CcSequence;MCS Contact information – Contact information block;1;13;1;1
qi_ADDCHKCNTY;County;;cs_qADDCHKCNTY;CcSequence;MCS Contact information – Contact information block;1;14;1;1
qi_ADDCHKPC;Pincode;;cs_qADDCHKPC;CcSequence;MCS Contact information – Contact information block;1;15;1;1
qi_ADDCHKCNTRY;Country;;cs_qADDCHKCNTRY;CcSequence;MCS Contact information – Contact information block;1;16;1;1
qi_ADDCHKL_SC;You have said {ANSWER AT ADDCHKPC} is your postcode. If this is correct, select 'Continue'. Otherwise please go back and amend your answer.;;cs_qADDCHKL_SC;CcSequence;MCS Contact information – Contact information block;1;17;1;1
qi_ADDCONF_ADDCHKL1;Please confirm these address details are now complete and correct:{#ADDCHKL1} {#ADDCHKL2} {#ADDCHKL3} {#ADDCHKTN} {#ADDCHKCNTY} {#ADDCHKPC};;cs_qADDCONF_ADDCHKL1;CcSequence;MCS Contact information – Contact information block;1;18;1;1
qi_HOMETELCHK;The home telephone number we hold for you is: {#FFHOMETEL} Is that correct?;;cs_qHOMETELCHK;CcSequence;MCS Contact information – Contact information block;1;19;1;1
