Label;Code_Order;Code_Value;Category
cs_NowcarM;9;9;September
cs_NowcarM;10;10;October
cs_NowcarM;11;11;November
cs_NowcarM;12;12;December
cs_NowcarM;98;98;Don't know month
cs_NowcarM;99;99;Don't want to answer
cs_ChStYr;1;1;2004
cs_ChStYr;2;2;2003
cs_ChStYr;3;3;2002
cs_ChStYr;4;4;2001
cs_ChStYr;5;5;2000
cs_ChStYr;6;6;1999
cs_ChStYr;7;7;1998
cs_ChStYr;8;8;1997
cs_ChStYr;9;9;1996
cs_ChStYr;10;10;1995
cs_ChStYr;11;11;1994
cs_ChStYr;12;12;1993
cs_ChStYr;13;13;1992
cs_ChStYr;14;14;1991
cs_ChStYr;15;15;1990
cs_ChStYr;16;16;1989
cs_ChStYr;17;17;1988
cs_ChStYr;18;18;1987
cs_ChStYr;19;19;1986
cs_ChStYr;20;20;1985
cs_ChStM;1;1;January
cs_ChStM;2;2;February
cs_ChStM;3;3;March
cs_ChStM;4;4;April
cs_ChStM;5;5;May
cs_ChStM;6;6;June
cs_ChStM;7;7;July
cs_ChStM;8;8;August
cs_ChStM;9;9;September
cs_ChStM;10;10;October
cs_ChStM;11;11;November
cs_ChStM;12;12;December
cs_ChStM;98;98;Don't know month
cs_ChStM;99;99;Don't want to answer
cs_StopLiv;1;1;Parents divorced or separated
cs_StopLiv;2;2;Parent(s) unable to cope
cs_StopLiv;3;3;Parent(s) too ill to provide care and security for young person
cs_StopLiv;4;4;Parent(s) died
cs_StopLiv;5;5;Young person temporarily placed into alternative care
cs_StopLiv;97;97;Some other reason
cs_StopLiv;98;98;Don't know
cs_StopLiv;99;99;Don't want to answer
cs_Abs3mE;1;1;Yes
cs_Abs3mE;2;2;No
cs_Abs3mE;3;3;Don't know
cs_Abs3mE;4;4;Don't want to answer
cs_Abs3mY;1;1;2004
cs_Abs3mY;2;2;2003
cs_Abs3mY;3;3;2002
cs_Abs3mY;4;4;2001
cs_Abs3mY;5;5;2000
cs_Abs3mY;6;6;1999
cs_Abs3mY;7;7;1998
cs_Abs3mY;8;8;1997
cs_Abs3mY;9;9;1996
cs_Abs3mY;10;10;1995
cs_Abs3mY;11;11;1994
cs_Abs3mY;12;12;1993
cs_Abs3mY;13;13;1992
cs_Abs3mY;14;14;1991
cs_Abs3mY;15;15;1990
cs_Abs3mY;16;16;1989
cs_Abs3mY;17;17;1988
cs_Abs3mY;18;18;1987
cs_Abs3mY;19;19;1986
cs_Abs3mY;20;20;1985
cs_Abs3mW;1;1;Suspension or exclusion
cs_Abs3mW;2;2;Illness
cs_Abs3mW;3;3;Some other reason
cs_Abs3mW;8;8;Don't know
cs_Abs3mW;9;9;Don't want to answer
cs_Abs1mY;1;1;Yes
cs_Abs1mY;2;2;No
cs_Abs1mY;3;3;Don't know
cs_Abs1mY;4;4;Don't want to answer
cs_Abs1mW;1;1;Suspension or exclusion
cs_Abs1mW;2;2;Illness
cs_Abs1mW;3;3;Some other reason
cs_Abs1mW;8;8;Don't know
cs_Abs1mW;9;9;Don't want to answer
cs_Suspend;1;1;Yes
cs_Suspend;2;2;No
cs_Suspend;3;3;Don't know
cs_Suspend;4;4;Don't want to answer
cs_Sutimes;1;1;Yes
cs_Sutimes;2;2;No
cs_Sutimes;3;3;Don't know
cs_Sutimes;4;4;Don't want to answer
cs_Expel;1;1;Yes
cs_Expel;2;2;No
cs_Expel;3;3;Don't know
cs_Expel;4;4;Don't want to answer
cs_Exp3yr;1;1;Yes
cs_Exp3yr;2;2;No
cs_Exp3yr;3;3;Don't know
cs_Exp3yr;4;4;Don't want to answer
cs_Expwhat;1;1;Went to another secondary school
cs_Expwhat;2;2;Went to a special school or unit
cs_Expwhat;3;3;Went to a boarding school
cs_Expwhat;4;4;Referred to psychologist/School Psychological Services/Counsellor
cs_Expwhat;5;5;Never went back to school
cs_Expwhat;6;6;Eventually went back to same school
cs_Expwhat;7;7;Taught at home
cs_Expwhat;97;97;Other
cs_Expwhat;98;98;Don't know
cs_Expwhat;99;99;Don't want to answer
cs_PBull1;1;1;Called names by other pupils at his/her school
cs_PBull1;2;2;Sent offensive or hurtful text messages or emails
cs_PBull1;3;3;Shut out from groups of other pupils or from joining in things
cs_PBull1;4;4;Made to give other pupils his or her money or belongings
cs_PBull1;5;5;Threatened by other pupils with being hit or kicked or with other violence
cs_PBull1;6;6;Actually being hit or kicked or attacked in any other way by other pupils
cs_PBull1;7;7;Any other sort of bullying
cs_PBull1;8;8;No, none of these things have happened in the last 12 months
cs_PBull1;2;2;Dont want to answer
cs_PBulFrq;1;1;Every day
cs_PBulFrq;2;2;A few times a week
cs_PBulFrq;3;3;Once or twice a week
cs_PBulFrq;4;4;Once every two weeks
cs_PBulFrq;5;5;Once a month
cs_PBulFrq;6;6;Less often than this
cs_PBulFrq;7;7;It varies
cs_PBulFrq;98;98;Don't know
cs_PBulFrq;99;99;Don't want to answer
cs_Police1;1;1;Yes , in last 3 years
cs_Police1;2;2;No
cs_Police1;3;3;Not in the last three years
cs_Police1;8;8;Don't know/cant remember
cs_Police1;9;9;Don't want to answer
cs_Police2;4;4;Refused
cs_PSCEnd;1;1;Press 1 and <Enter> to continue
cs_Intcare;1;1;Press 1 and <Enter> to continue
cs_CareHH;1;1;Yes
cs_CareHH;2;2;No
cs_CareHHT;1;1;0-19 hours per week
cs_CareHHT;2;2;20-34 hours per week
cs_CareHHT;3;3;35-49 hours per week
cs_CareHHT;4;4;50-99 hours per week
cs_CareHHT;5;5;100 or more hours per week
cs_CareHHT;6;6;Varies - under 20 hours
cs_CareHHT;7;7;Varies - 20 hours or more
cs_CareNHH;1;1;Yes
cs_CareNHH;2;2;No
cs_CareNHH;3;3;Don't know
cs_CareNHT;1;1;0-19 hours per week
cs_CareNHT;2;2;20-34 hours per week
cs_CareNHT;3;3;35-49 hours per week
cs_CareNHT;4;4;50-99 hours per week
cs_CareNHT;5;5;100 or more hours per week
cs_CareNHT;6;6;Varies - under 20 hours
cs_CareNHT;7;7;Varies - 20 hours or more
cs_IntrBen;1;1;Press 1 and <Enter> to continue
cs_Ben1;1;1;Child Benefit
cs_Ben1;2;2;Guardian's Allowance
cs_Ben1;3;3;Invalid Care Allowance
cs_Ben1;4;4;Severe Disablement Allowance
cs_Ben1;5;5;Disability Living Allowance
cs_Ben1;6;6;Attendance Allowance
cs_Ben1;7;7;None of these
cs_Ben1;8;8;Refusal
cs_Ben2;1;1;Job Seekers Allowance (JSA)
cs_Ben2;2;2;Income Support
cs_Ben2;3;3;Incapacity Benefit
cs_Ben2;4;4;Statutory Sick Pay
cs_Ben2;5;5;Industrial Injury Disablement Benefit
cs_Ben2;6;6;Maternity Allowance
cs_Ben2;7;7;Statutory maternity pay from a current or former employer
cs_Ben2;8;8;Any other benefit or allowance (excluding Tax Credits) - specify
cs_Ben2;9;9;None of these
cs_Ben3;1;1;Working Tax Credit
cs_Ben3;2;2;Child Tax Credit
cs_Ben3;3;3;None of these
cs_Ben3;4;4;Dont know
cs_Ben3;5;5;Refusal
cs_ManagHh;1;1;Managing quite well, able to save or spend on leisure
cs_ManagHh;2;2;Just getting by, unable to save if wanted to or
cs_ManagHh;3;3;Getting into difficulties?
cs_ConDur4;1;1;Yes, fixed telephone only
cs_ConDur4;2;2;Yes, mobile telephone only
cs_ConDur4;3;3;Yes, both fixed and mobile telephones
cs_ConDur4;4;4;No
cs_ConDur5;1;1;Yes
cs_ConDur5;2;2;No
cs_ConDur6;1;1;Yes
cs_ConDur6;1;1;No
cs_WhoPres;1;1;No-one else present
cs_WhoPres;2;2;Respondent's partner/husband/wife
cs_WhoPres;3;3;Sampled young person
cs_WhoPres;4;4;Other adult living in household
cs_WhoPres;5;5;Other young person living in household
cs_WhoPres;6;6;Other adult/young person not living in household
cs_MPTitle;1;1;Mr
cs_MPTitle;2;2;Ms
cs_MPTitle;3;3;Miss
cs_MPTitle;4;4;Mrs
cs_MPTitle;5;5;Dr
cs_MPTitle;6;6;Other - specify
cs_OPSTitle;1;1;Mr
cs_OPSTitle;2;2;Ms
cs_OPSTitle;3;3;Miss
cs_OPSTitle;4;4;Mrs
cs_OPSTitle;5;5;Dr
cs_OPSTitle;6;6;Other - specify
cs_MPEmail;1;1;Yes
cs_MPEmail;2;2;No
cs_MPCont;1;1;Yes
cs_MPCont;2;2;No
cs_MPContre;1;1;Relative
cs_MPContre;2;2;Friend
cs_MPContre;3;3;Other - specify
cs_AccType;1;1;Detached house/bungalow
cs_AccType;2;2;Semi-detached house/bungalow
cs_AccType;3;3;Terrace house/end terrace
cs_AccType;4;4;Purpose built flat/maisonette
cs_AccType;5;5;Self contained flat/maisonette in converted building
cs_AccType;6;6;Room(s) not self contained
cs_AccType;7;7;Caravan/mobile home/houseboat
cs_AccType;8;8;Other (specify)
cs_Move1yr;1;1;Yes
cs_Move1yr;1;1;No
cs_Movekn;1;1;Yes
cs_Movekn;2;2;No
cs_WHOPRE7;1;1;No-one else present
cs_WHOPRE7;2;2;Respondent's partner/husband/wife
cs_WHOPRE7;3;3;Sampled young person
cs_WHOPRE7;4;4;Other adult living in household
cs_WHOPRE7;5;5;Other young person living in household
cs_WHOPRE7;6;6;Other adult/young person not living in household
cs_ChIntro;1;1;Press 1 and <Enter> to continue
cs_Ethnic;1;1;White British
cs_Ethnic;2;2;White - Irish
cs_Ethnic;3;3;Any other White background (specify)
cs_Ethnic;4;4;White and Black Caribbean
cs_Ethnic;5;5;White and Black African
cs_Ethnic;6;6;White and Asian
cs_Ethnic;7;7;Any other mixed background (specify)
cs_Ethnic;8;8;Indian
cs_Ethnic;9;9;Pakistani
cs_Ethnic;10;10;Bangladeshi
cs_Ethnic;11;11;Any other Asian background (specify)
cs_Ethnic;12;12;Caribbean
cs_Ethnic;13;13;African
cs_Ethnic;14;14;Any other Black background (specify)
cs_Ethnic;15;15;Chinese
cs_Ethnic;16;16;Any other (specify)
cs_EngLang;1;1;Yes - English only
cs_EngLang;2;2;Yes - English first/main and speaks other languages
cs_EngLang;3;3;No, another language is respondent's first or main language
cs_EngLang;4;4;Respondent is bilingual
cs_Relig1;1;1;None
cs_Relig1;2;2;Christian
cs_Relig1;3;3;Buddhist
cs_Relig1;4;4;Hindu
cs_Relig1;5;5;Jewish
cs_Relig1;6;6;Muslim
cs_Relig1;7;7;Sikh
cs_Relig1;1;1;Another religion
cs_Relig2;1;1;Roman Catholic
cs_Relig2;2;2;Church of England
cs_Relig2;3;3;Methodist
cs_Relig2;4;4;United Reformed /Presbyterian/Congregational
cs_Relig2;5;5;Baptist
cs_Relig2;6;6;Other Christian
cs_Relig3;1;1;Very important
cs_Relig3;2;2;Fairly important
cs_Relig3;3;3;Not very important
cs_Relig3;4;4;Not at all important?
cs_Sfac1;1;1;Agree strongly
cs_Sfac1;1;1;Agree a little
cs_Sfac1;2;2;Disagree a little
cs_Sfac1;1;1;Disagree strongly
cs_Sfac2;1;1;Agree strongly
cs_Sfac2;2;2;Agree a little
cs_Sfac2;3;3;Disagree a little
cs_Sfac2;4;4;Disagree strongly
cs_Sfac3;1;1;Agree strongly
cs_Sfac3;2;2;Agree a little
cs_Sfac3;3;3;Disagree a little
cs_Sfac3;4;4;Disagree strongly
cs_Sfac4;1;1;Agree strongly
cs_Sfac4;2;2;Agree a little
cs_Sfac4;3;3;Disagree a little
cs_Sfac4;4;4;Disagree strongly
cs_FaveS;19;19;Other (specify)
cs_FaveS;18;18;Citizenship
cs_FaveS;17;17;Sex and health education
cs_FaveS;16;16;Religious studies
cs_FaveS;15;15;Drama or media/film/television studies or communication studies
cs_FaveS;14;14;Music
cs_FaveS;13;13;Modern languages (e.g. French, German, Spanish)
cs_FaveS;12;12;English
cs_FaveS;11;11;Art
cs_FaveS;6;6;History
cs_FaveS;9;9;Business studies or economics
cs_FaveS;8;8;Physical Education (p.e.)/Games/Sport (including individual sports)
cs_FaveS;7;7;Geography
cs_FaveS;10;10;Humanities, social studies or vocational studies
cs_FaveS;5;5;Home Economics
cs_FaveS;4;4;ICT/Information and Communication Technology/Computing
cs_FaveS;3;3;Design and Technology
cs_FaveS;2;2;Science (biology, chemistry, physics)
cs_FaveS;1;1;Mathematics
cs_HateS;18;18;Citizenship
cs_HateS;17;17;Sex and health education
cs_HateS;16;16;Religious studies
cs_HateS;15;15;Drama or media/film/television studies or communication studies
cs_HateS;14;14;Music
cs_HateS;19;19;Other (specify)
cs_HateS;12;12;English
cs_HateS;11;11;Art
cs_HateS;10;10;Humanities, social studies or vocational studies
cs_HateS;13;13;Modern languages (e.g. French, German, Spanish)
cs_HateS;8;8;Physical Education (p.e.)/Games/Sport (including individual sports)
cs_HateS;7;7;Geography
cs_HateS;6;6;History
cs_HateS;5;5;Home Economics
cs_HateS;4;4;ICT/Information and Communication Technology/Computing
cs_HateS;3;3;Design and Technology
cs_HateS;2;2;Science (biology, chemistry, physics)
cs_HateS;1;1;Mathematics
cs_HateS;9;9;Business studies or economics
cs_LMath;1;1;Like it a lot
cs_LMath;2;2;Like it a little
cs_LMath;3;3;Don't like it very much
cs_LMath;4;4;Don't like it at all
cs_LEng;1;1;Like it a lot
cs_LEng;2;2;Like it a little
cs_LEng;3;3;Don't like it very much
cs_LEng;4;4;Don't like it at all
cs_LSci;1;1;Like it a lot
cs_LSci;2;2;Like it a little
cs_LSci;3;3;Don't like it very much
cs_LSci;4;4;Don't like it at all
cs_LICT;1;1;Like it a lot
cs_LICT;2;2;Like it a little
cs_LICT;3;3;Don't like it very much
cs_LICT;4;4;Don't like it at all
cs_GMath;1;1;Very good
cs_GMath;2;2;Fairly good
cs_GMath;3;3;Not very good
cs_GMath;4;4;No good at all
cs_GEng;1;1;Very good
cs_GEng;2;2;Fairly good
cs_GEng;3;3;Not very good
cs_GEng;4;4;No good at all
cs_GSci;1;1;Very good
cs_GSci;2;2;Fairly good
cs_GSci;3;3;Not very good
cs_GSci;4;4;No good at all
cs_GICT;1;1;Very good
cs_GICT;2;2;Fairly good
cs_GICT;3;3;Not very good
cs_GICT;4;4;No good at all
cs_Y10Choi_1;1;1;Yes
cs_Y10Choi_1;2;2;No
cs_Choic;1;1;Parents
cs_Choic;2;2;School/Teachers
cs_Choic;3;3;You yourself
cs_Choic;4;4;Someone else
cs_Choice1;1;1;Parents
cs_Choice1;2;2;School/Teachers
cs_Choice1;3;3;You
cs_Choice1;4;4;Someone else
cs_Choice3;1;1;A great deal
cs_Choice3;2;2;Quite a lot
cs_Choice3;3;3;Not very much
cs_Choice3;4;4;Not at all
cs_Choic3a;1;1;Agree strongly
cs_Choic3a;2;2;Agree a little
cs_Choic3a;3;3;Disagree a little
cs_Choic3a;1;1;Disagree strongly
cs_Choice4;1;1;Agree strongly
cs_Choice4;2;2;Agree a little
cs_Choice4;3;3;Disagree a little
cs_Choice4;4;4;Disagree strongly
cs_Choice5;1;1;Agree strongly
cs_Choice5;2;2;Agree a little
cs_Choice5;3;3;Disagree a little
cs_Choice5;1;1;Disagree strongly
cs_Choice6;1;1;Agree strongly
cs_Choice6;2;2;Agree a little
cs_Choice6;3;3;Disagree a little
cs_Choice6;4;4;Disagree strongly
cs_Choice7;1;1;Agree strongly
cs_Choice7;2;2;Agree a little
cs_Choice7;3;3;Disagree a little
cs_Choice7;1;1;Disagree strongly
cs_Choice8;1;1;Agree strongly
cs_Choice8;2;2;Agree a little
cs_Choice8;3;3;Disagree a little
cs_Choice8;1;1;Disagree strongly
cs_Y10Sat_1;1;1;Very satisfied
cs_Y10Sat_1;2;2;Fairly satisfied
cs_Y10Sat_1;3;3;Not very satisfied
cs_Y10Sat_1;4;4;Not at all satisfied
cs_Srule;1;1;Too many rules
cs_Srule;2;2;About the right number of rules
cs_Srule;3;3;Not enough rules
cs_Sdisc;1;1;Too strict
cs_Sdisc;2;2;About right or
cs_Sdisc;1;1;Not strict enough
cs_Squiet;1;1;In most or all of your classes
cs_Squiet;2;2;Less often but in more than half of them
cs_Squiet;3;3;In about half your classes
cs_Squiet;4;4;Now and then
cs_Squiet;5;5;or has this not been a problem at all
cs_Squiet2;1;1;In most or all of your classes
cs_Squiet2;2;2;Less often but in more than half of them
cs_Squiet2;3;3;In about half your classes
cs_Squiet2;4;4;Now and then
cs_Squiet2;5;5;or has this not been a problem at all
cs_Snodis;1;1;In most or all of your classes
cs_Snodis;2;2;Less often but in more than half of them
cs_Snodis;3;3;In about half your classes
cs_Snodis;4;4;Now and then
cs_Snodis;5;5;or has this not been a problem at all
cs_HWHave;1;1;Yes
cs_HWHave;2;2;No
cs_HWDo;1;1;Most days
cs_HWDo;2;2;Once a week at least
cs_HWDo;3;3;Occasionally, that is less than once a week
cs_HWDo;4;4;Hardly ever
cs_HWDo;5;5;Never
cs_HWDo1;1;1;Yes
cs_HWDo1;2;2;No
cs_HWHelp;1;1;Yes
cs_HWHelp;2;2;No
cs_HWHelp;1;1;Don't get any homework
cs_HWPChl;1;1;Every time
cs_HWPChl;2;2;Some times
cs_HWPChl;3;3;Occasionally
cs_HWPChl;4;4;Never
cs_HWPChl;1;1;Depends what it is (Spontaneous code only
cs_HWTChk;1;1;All teachers
cs_HWTChk;2;2;Most teachers
cs_HWTChk;3;3;Some teachers
cs_HWTChk;4;4;Hardly any teachers
cs_HWTChk;5;5;No teachers
cs_ComLoc;1;1;Home
cs_ComLoc;2;2;School
cs_ComLoc;1;1;Anywhere else
cs_ComLoc;2;2;Dont use a computer
cs_ComLoc2;1;1;Yes
cs_ComLoc2;2;2;No
cs_ComLoc3;1;1;Most days (5 or more)
cs_ComLoc3;2;2;3 -4 days
cs_ComLoc3;3;3;1- 2 days
cs_ComLoc3;4;4;Less than 1 day a week on average
cs_ComLoc3;5;5;Never
cs_Hintd;1;1;Word processing
cs_Hintd;2;2;Spreadsheets
cs_Hintd;3;3;Graphics
cs_Hintd;4;4;Other sorts of packages on the computer
cs_Hintd;5;5;E-mails
cs_Hintd;6;6;Use the web to find information on homework topics
cs_Hintd;7;7;Something else
cs_Hint1;1;1;Using word processors, spreadsheets, graphics or other sorts of packages on the computer
cs_Hint1;2;2;E-mails
cs_Hint1;3;3;Chatrooms or discussion boards on the web (Internet)
cs_Hint1;4;4;Browsing or downloading stuff from the web (Internet)
cs_Hint1;5;5;Playing computer games
cs_Hint1;6;6;Listening to music
cs_Hint1;8;8;Something else
cs_Hint1;9;9;No dont use computer for anything other than schoolwork
cs_SComICT;1;1;Most days (5 or more)
cs_SComICT;2;2;3 -4 days a week
cs_SComICT;3;3;1- 2 days a week
cs_SComICT;4;4;Less than 1 day a week on average
cs_SComICT;5;5;Never
cs_SComOth;1;1;Most days (5 or more)
cs_SComOth;2;2;3 -4 days
cs_SComOth;3;3;1- 2 days
cs_SComOth;4;4;Less than 1 day a week on average
cs_SComOth;5;5;Never
cs_SComhel;1;1;Very important
cs_SComhel;2;2;Fairly important
cs_SComhel;3;3;Not very important
cs_SComhel;4;4;Not at all important
cs_MobPho1;1;1;Yes
cs_MobPho1;2;2;No
cs_MobP2;1;1;Accessing web sites
cs_MobP2;2;2;Emailing someone
cs_MobP2;3;3;Sending picture messages to someone
cs_MobP2;4;4;Playing games
cs_MobP2;5;5;None of these
cs_SSsport;1;1;Yes
cs_SSsport;2;2;No
cs_SSportF;1;1;5 times a week or more
cs_SSportF;2;2;3 -4 times a week
cs_SSportF;3;3;Once or twice a week
cs_SSportF;4;4;Less than once a week on average
cs_SSportF;5;5;Never
cs_SSclub;1;1;Yes
cs_SSclub;2;2;No
cs_SSclubF;2;2;3 -4 times a week
cs_SSclubF;3;3;Once or twice a week
cs_SSclubF;4;4;Less than once a week on average
cs_SSclubF;5;5;Never
cs_SSexam;1;1;Yes
cs_SSexam;1;1;No
cs_SSexamF;1;1;5 times a week or more
cs_SSexamF;2;2;3 -4 times a week
cs_SSexamF;3;3;Once or twice a week
cs_SSexamF;4;4;Less than once a week on average
cs_SSexamF;5;5;Never
cs_SSdrop;1;1;Yes
cs_SSdrop;2;2;No
cs_SSdropF;1;1;5 times a week or more
cs_SSdropF;2;2;3 -4 times a week
cs_SSdropF;3;3;Once or twice a week
cs_SSdropF;4;4;Less than once a week on average
cs_SSdropF;5;5;Never
cs_SShol;1;1;Yes
cs_SShol;2;2;No
cs_SSholF;1;1;Yes
cs_SSholF;2;2;No
cs_AdvCon;1;1;Yes
cs_AdvCon;1;1;No
cs_Advper;1;1;Yes
cs_Advper;2;2;No
cs_AdvConn;1;1;Not at all
cs_AdvConn;2;2;Not very often
cs_AdvConn;3;3;A little
cs_AdvConn;4;4;Quite a lot
cs_AdvConn;5;5;A lot
cs_AdvFrS;1;1;Not at all
cs_AdvFrS;2;2;Not very often
cs_AdvFrS;3;3;A little
cs_AdvFrS;4;4;Quite a lot
cs_AdvFrS;5;5;A lot
cs_AdvTeac;1;1;Not at all
cs_AdvTeac;2;2;Not very often
cs_AdvTeac;3;3;A little
cs_AdvTeac;4;4;Quite a lot
cs_AdvTeac;5;5;A lot
cs_AdvFam;1;1;Not at all
cs_AdvFam;2;2;Not very often
cs_AdvFam;3;3;A little
cs_AdvFam;4;4;Quite a lot
cs_AdvFam;5;5;A lot
cs_AdvPal;1;1;Not at all
cs_AdvPal;2;2;Not very often
cs_AdvPal;3;3;A little
cs_AdvPal;4;4;Quite a lot
cs_AdvPal;5;5;A lot
cs_InfoCon;1;1;Not at all useful
cs_InfoCon;2;2;Not very useful
cs_InfoCon;3;3;A little bit useful
cs_InfoCon;4;4;Quite useful
cs_InfoCon;5;5;Very useful
cs_InfoFrN;1;1;Not at all useful
cs_InfoFrN;2;2;Not very useful
cs_InfoFrN;3;3;A little bit useful
cs_InfoFrN;4;4;Quite useful
cs_InfoFrN;5;5;Very useful
cs_InfoTE;1;1;Not at all useful
cs_InfoTE;2;2;Not very useful
cs_InfoTE;3;3;A little bit useful
cs_InfoTE;4;4;Quite useful
cs_InfoTE;5;5;Very useful
cs_InfoFam;1;1;Not at all useful
cs_InfoFam;2;2;Not very useful
cs_InfoFam;3;3;A little bit useful
cs_InfoFam;4;4;Quite useful
cs_InfoFam;5;5;Very useful
cs_Plann16;1;1;...stay on in full time education, either at the school you are at now or somewhere else
cs_Plann16;1;1;or leave full time education
cs_Plann16;3;3;.leave ft education but return later (e.g. Gap Year) SPONTANEOUS ONLY
cs_Plast16;1;1;To go into the sixth form at the same school as now
cs_Plast16;2;2;To go into sixth form at a different school from now
cs_Plast16;3;3;To go to sixth form college
cs_Plast16;4;4;To take a course at a college of further education
cs_Plast16;5;5;To take a course at another type of college
cs_Heposs9;1;1;Very likely
cs_Heposs9;2;2;Fairly likely
cs_Heposs9;3;3;Not very likely
cs_Heposs9;4;4;Not at all likely
cs_Hlike;1;1;Very likely
cs_Hlike;2;2;Fairly likely
cs_Hlike;3;3;Not very likely
cs_Hlike;4;4;Not at all likely
cs_Pladk16;1;1;To start working full time
cs_Pladk16;2;2;Start learning a trade / start work-based training
cs_Pladk16;3;3;Be unemployed/sign on
cs_Pladk16;4;4;Something else
cs_Pladk2;1;1;Start working full time
cs_Pladk2;2;2;Start learning a trade / start work-based training
cs_Pladk2;4;4;Be unemployed/sign on
cs_Pladk2;5;5;Something else
cs_FPlan16;1;1;Stay on in full time education, either at the school or somewhere else
cs_FPlan16;2;2;Or leave full time education altogether?
cs_FPlan16;3;3;(SPONTANEOUS ONLY) Something else
cs_Plan16;1;1;Agree strongly
cs_Plan16;2;2;Agree a little
cs_Plan16;3;3;Disagree a little
cs_Plan16;4;4;Disagree strongly
cs_Pla16;1;1;Agree strongly
cs_Pla16;2;2;Agree a little
cs_Pla16;3;3;Disagree a little
cs_Pla16;4;4;Disagree strongly
cs_Quahelp;1;1;Matters a lot to me
cs_Quahelp;2;2;Matters a little to me
cs_Quahelp;3;3;Doesn't matter
cs_Quawage;1;1;Matters a lot to me
cs_Quawage;2;2;Matters a little to me
cs_Quawage;3;3;Doesn't matter
cs_Quawork;2;2;Matters a little to me
cs_Quawork;3;3;Doesn't matter
cs_Quavar;2;2;Matters a little to me
cs_Quavar;3;3;Doesn't matter
cs_Quaprom;1;1;Matters a lot to me
cs_Quaprom;2;2;Matters a little to me
cs_Quaprom;3;3;Doesn't matter
cs_Quahour;2;2;Matters a little to me
cs_Quahour;3;3;Doesn't matter
cs_ImpJob;1;1;Agree strongly
cs_ImpJob;2;2;Agree a little
cs_ImpJob;3;3;Disagree a little
cs_ImpJob;4;4;Disagree strongly
cs_ImpFam;1;1;Agree strongly
cs_ImpFam;2;2;Agree a little
cs_ImpFam;3;3;Disagree a little
cs_ImpFam;4;4;Disagree strongly
cs_NextYear;1;1;Agree strongly
cs_NextYear;2;2;Agree a little
cs_NextYear;3;3;Disagree a little
cs_NextYear;4;4;Disagree strongly
cs_MightYr;1;1;Agree strongly
cs_MightYr;2;2;Agree a little
cs_MightYr;3;3;Disagree a little
cs_MightYr;4;4;Disagree strongly
cs_MightYr;5;5;Both equally important (DO NOT READ OUT)
cs_EndUp;1;1;Agree strongly
cs_EndUp;2;2;Agree a little
cs_EndUp;3;3;Disagree a little
cs_EndUp;4;4;Disagree strongly
cs_Ambit;1;1;Yes
cs_Ambit;2;2;No
cs_Interp_1;2;2;USING INTERPRETER
cs_Scompin;1;1;Respondent accepted self-completion
cs_Scompin;2;2;Respondent refused self-completion
cs_Turn;1;1;Press 1 and <Enter> to continue
cs_YYS1;1;1;Strongly agree
cs_YYS1;2;2;Agree
cs_YYS1;3;3;Disagree
cs_YYS1;4;4;Strongly disagree
cs_YYS2;1;1;Strongly agree
cs_YYS2;2;2;Agree
cs_YYS2;3;3;Disagree
cs_YYS2;4;4;Strongly disagree
cs_YYS3;1;1;Strongly agree
cs_YYS3;2;2;Agree
cs_YYS3;3;3;Disagree
cs_YYS3;4;4;Strongly disagree
cs_YYS4;1;1;Strongly agree
cs_YYS4;2;2;Agree
cs_YYS4;3;3;Disagree
cs_YYS4;4;4;Strongly disagree
cs_YYS5;1;1;Strongly agree
cs_YYS5;2;2;Agree
cs_YYS5;3;3;Disagree
cs_YYS5;4;4;Strongly disagree
cs_YYS6;1;1;Strongly agree
cs_YYS6;2;2;Agree
cs_YYS6;3;3;Disagree
cs_YYS6;4;4;Strongly disagree
cs_YYS7;1;1;Strongly agree
cs_YYS7;2;2;Agree
cs_YYS7;3;3;Disagree
cs_YYS7;4;4;Strongly disagree
cs_YYS8;1;1;Strongly agree
cs_YYS8;2;2;Agree
cs_YYS8;3;3;Disagree
cs_YYS8;4;4;Strongly disagree
cs_YYS9;1;1;Strongly agree
cs_YYS9;2;2;Agree
cs_YYS9;3;3;Disagree
cs_YYS9;4;4;Strongly disagree
cs_YYS10;1;1;Strongly agree
cs_YYS10;2;2;Agree
cs_YYS10;3;3;Disagree
cs_YYS10;4;4;Strongly disagree
cs_YYS11;1;1;Strongly agree
cs_YYS11;2;2;Agree
cs_YYS11;3;3;Disagree
cs_YYS11;4;4;Strongly disagree
cs_YYS12;1;1;Strongly agree
cs_YYS12;2;2;Agree
cs_YYS12;3;3;Disagree
cs_YYS12;4;4;Strongly disagree
cs_YYS13;1;1;Strongly agree
cs_YYS13;2;2;Agree
cs_YYS13;3;3;Disagree
cs_YYS13;4;4;Strongly disagree
cs_YYS14;1;1;All of my teachers
cs_YYS14;2;2;Most of my teachers
cs_YYS14;3;3;Some of my teachers
cs_YYS14;4;4;Hardly any of my teachers
cs_YYS14;5;5;None of my teachers
cs_YYS15;1;1;All of the teachers
cs_YYS15;2;2;Most of the teachers
cs_YYS15;3;3;Some of the teachers
cs_YYS15;4;4;Hardly any of the teachers
cs_YYS15;5;5;None of the teachers
cs_YYS16;1;1;All of the teachers
cs_YYS16;2;2;Most of the teachers
cs_YYS16;3;3;Some of the teachers
cs_YYS16;4;4;Hardly any of the teachers
cs_YYS16;5;5;None of the teachers
cs_YYS17;1;1;All of my teachers
